,asian,associates,bachelors,black,eviction_likely,eviction_not_likely,eviction_somewhat_likely,eviction_very_unlikely,expenses_a_little_difficulty,expenses_no_difficulty,expenses_some_difficulty,expenses_very_difficult,geography,graduate,hs,job_loss_no,job_loss_yes,kids_in_hh,married,months_behind_avg,no_hs,rent_cur_no,rent_cur_yes,rental_assistance_denied,rental_assistance_not_needed,rental_assistance_recvd,rental_assistance_waiting,some_college,some_hs,survey,un_married,week,white
282,119.0,93.0,360.0,194.0,4.0,4.0,8.0,9.0,234.0,628.0,154.0,98.0,Houston,311.0,155.0,990.0,187.0,438.0,171.0,-1.0,7.0,25.0,165.0,-1.0,-1.0,-1.0,-1.0,239.0,24.0,32.0,1018.0,111.0,825.0
283,119.0,93.0,360.0,194.0,4.0,4.0,8.0,9.0,234.0,628.0,154.0,98.0,Houston,311.0,155.0,990.0,187.0,438.0,171.0,-1.0,7.0,25.0,165.0,-1.0,-1.0,-1.0,-1.0,239.0,24.0,32.0,1018.0,112.0,825.0
284,119.0,93.0,360.0,194.0,4.0,4.0,8.0,9.0,234.0,628.0,154.0,98.0,Houston,311.0,155.0,990.0,187.0,438.0,171.0,-1.0,7.0,25.0,165.0,-1.0,-1.0,-1.0,-1.0,239.0,24.0,32.0,1018.0,113.0,825.0
285,32.0,85.0,281.0,56.0,7.0,7.0,4.0,4.0,160.0,545.0,106.0,95.0,Texas,231.0,111.0,798.0,139.0,352.0,157.0,-1.0,8.0,22.0,164.0,-1.0,-1.0,-1.0,-1.0,217.0,12.0,32.0,788.0,111.0,813.0
286,32.0,85.0,281.0,56.0,7.0,7.0,4.0,4.0,160.0,545.0,106.0,95.0,Texas,231.0,111.0,798.0,139.0,352.0,157.0,-1.0,8.0,22.0,164.0,-1.0,-1.0,-1.0,-1.0,217.0,12.0,32.0,788.0,112.0,813.0
287,32.0,85.0,281.0,56.0,7.0,7.0,4.0,4.0,160.0,545.0,106.0,95.0,Texas,231.0,111.0,798.0,139.0,352.0,157.0,-1.0,8.0,22.0,164.0,-1.0,-1.0,-1.0,-1.0,217.0,12.0,32.0,788.0,113.0,813.0
288,110.0,129.0,367.0,172.0,3.0,9.0,9.0,12.0,283.0,633.0,174.0,101.0,Dallas,333.0,131.0,1054.0,196.0,441.0,206.0,4.0,8.0,36.0,220.0,1.0,22.0,1.0,8.0,299.0,21.0,33.0,1082.0,114.0,962.0
289,110.0,129.0,367.0,172.0,3.0,9.0,9.0,12.0,283.0,633.0,174.0,101.0,Dallas,333.0,131.0,1054.0,196.0,441.0,206.0,4.0,8.0,36.0,220.0,1.0,22.0,1.0,8.0,299.0,21.0,33.0,1082.0,115.0,962.0
290,110.0,129.0,367.0,172.0,3.0,9.0,9.0,12.0,283.0,633.0,174.0,101.0,Dallas,333.0,131.0,1054.0,196.0,441.0,206.0,4.0,8.0,36.0,220.0,1.0,22.0,1.0,8.0,299.0,21.0,33.0,1082.0,116.0,962.0
291,117.0,109.0,371.0,189.0,8.0,9.0,10.0,3.0,256.0,555.0,166.0,111.0,Houston,301.0,131.0,987.0,182.0,457.0,184.0,4.0,16.0,31.0,197.0,2.0,21.0,2.0,5.0,261.0,26.0,33.0,1031.0,114.0,862.0
292,117.0,109.0,371.0,189.0,8.0,9.0,10.0,3.0,256.0,555.0,166.0,111.0,Houston,301.0,131.0,987.0,182.0,457.0,184.0,4.0,16.0,31.0,197.0,2.0,21.0,2.0,5.0,261.0,26.0,33.0,1031.0,115.0,862.0
293,117.0,109.0,371.0,189.0,8.0,9.0,10.0,3.0,256.0,555.0,166.0,111.0,Houston,301.0,131.0,987.0,182.0,457.0,184.0,4.0,16.0,31.0,197.0,2.0,21.0,2.0,5.0,261.0,26.0,33.0,1031.0,116.0,862.0
294,30.0,86.0,285.0,55.0,4.0,7.0,3.0,1.0,156.0,509.0,106.0,81.0,Texas,229.0,89.0,778.0,103.0,310.0,130.0,4.0,3.0,15.0,186.0,1.0,10.0,2.0,2.0,192.0,15.0,33.0,769.0,114.0,777.0
295,30.0,86.0,285.0,55.0,4.0,7.0,3.0,1.0,156.0,509.0,106.0,81.0,Texas,229.0,89.0,778.0,103.0,310.0,130.0,4.0,3.0,15.0,186.0,1.0,10.0,2.0,2.0,192.0,15.0,33.0,769.0,115.0,777.0
296,30.0,86.0,285.0,55.0,4.0,7.0,3.0,1.0,156.0,509.0,106.0,81.0,Texas,229.0,89.0,778.0,103.0,310.0,130.0,4.0,3.0,15.0,186.0,1.0,10.0,2.0,2.0,192.0,15.0,33.0,769.0,116.0,777.0
297,115.0,141.0,488.0,205.0,4.0,13.0,7.0,12.0,288.0,791.0,178.0,114.0,Dallas,358.0,145.0,1264.0,182.0,521.0,239.0,4.0,15.0,36.0,248.0,3.0,25.0,1.0,7.0,339.0,13.0,34.0,1260.0,117.0,1125.0
298,115.0,141.0,488.0,205.0,4.0,13.0,7.0,12.0,288.0,791.0,178.0,114.0,Dallas,358.0,145.0,1264.0,182.0,521.0,239.0,4.0,15.0,36.0,248.0,3.0,25.0,1.0,7.0,339.0,13.0,34.0,1260.0,118.0,1125.0
299,115.0,141.0,488.0,205.0,4.0,13.0,7.0,12.0,288.0,791.0,178.0,114.0,Dallas,358.0,145.0,1264.0,182.0,521.0,239.0,4.0,15.0,36.0,248.0,3.0,25.0,1.0,7.0,339.0,13.0,34.0,1260.0,119.0,1125.0
300,128.0,109.0,400.0,218.0,5.0,13.0,16.0,5.0,272.0,624.0,184.0,130.0,Houston,311.0,180.0,1060.0,217.0,492.0,195.0,4.0,13.0,39.0,198.0,4.0,17.0,3.0,15.0,294.0,21.0,34.0,1133.0,117.0,931.0
301,128.0,109.0,400.0,218.0,5.0,13.0,16.0,5.0,272.0,624.0,184.0,130.0,Houston,311.0,180.0,1060.0,217.0,492.0,195.0,4.0,13.0,39.0,198.0,4.0,17.0,3.0,15.0,294.0,21.0,34.0,1133.0,118.0,931.0
302,128.0,109.0,400.0,218.0,5.0,13.0,16.0,5.0,272.0,624.0,184.0,130.0,Houston,311.0,180.0,1060.0,217.0,492.0,195.0,4.0,13.0,39.0,198.0,4.0,17.0,3.0,15.0,294.0,21.0,34.0,1133.0,119.0,931.0
303,32.0,112.0,297.0,58.0,5.0,5.0,9.0,5.0,228.0,495.0,123.0,99.0,Texas,223.0,121.0,867.0,118.0,358.0,160.0,4.0,8.0,25.0,191.0,5.0,11.0,0.0,9.0,231.0,16.0,34.0,848.0,117.0,884.0
304,32.0,112.0,297.0,58.0,5.0,5.0,9.0,5.0,228.0,495.0,123.0,99.0,Texas,223.0,121.0,867.0,118.0,358.0,160.0,4.0,8.0,25.0,191.0,5.0,11.0,0.0,9.0,231.0,16.0,34.0,848.0,118.0,884.0
305,32.0,112.0,297.0,58.0,5.0,5.0,9.0,5.0,228.0,495.0,123.0,99.0,Texas,223.0,121.0,867.0,118.0,358.0,160.0,4.0,8.0,25.0,191.0,5.0,11.0,0.0,9.0,231.0,16.0,34.0,848.0,119.0,884.0
306,93.0,142.0,438.0,167.0,2.0,3.0,4.0,4.0,254.0,722.0,163.0,113.0,Dallas,295.0,144.0,1167.0,158.0,469.0,189.0,4.0,10.0,15.0,255.0,3.0,246.0,10.0,8.0,323.0,18.0,35.0,1181.0,120.0,1065.0
307,93.0,142.0,438.0,167.0,2.0,3.0,4.0,4.0,254.0,722.0,163.0,113.0,Dallas,295.0,144.0,1167.0,158.0,469.0,189.0,4.0,10.0,15.0,255.0,3.0,246.0,10.0,8.0,323.0,18.0,35.0,1181.0,121.0,1065.0
308,93.0,142.0,438.0,167.0,2.0,3.0,4.0,4.0,254.0,722.0,163.0,113.0,Dallas,295.0,144.0,1167.0,158.0,469.0,189.0,4.0,10.0,15.0,255.0,3.0,246.0,10.0,8.0,323.0,18.0,35.0,1181.0,122.0,1065.0
309,129.0,114.0,428.0,205.0,6.0,10.0,9.0,6.0,274.0,646.0,192.0,123.0,Houston,323.0,178.0,1102.0,214.0,481.0,183.0,4.0,18.0,33.0,228.0,9.0,216.0,10.0,20.0,283.0,15.0,35.0,1176.0,120.0,965.0
310,129.0,114.0,428.0,205.0,6.0,10.0,9.0,6.0,274.0,646.0,192.0,123.0,Houston,323.0,178.0,1102.0,214.0,481.0,183.0,4.0,18.0,33.0,228.0,9.0,216.0,10.0,20.0,283.0,15.0,35.0,1176.0,121.0,965.0
311,129.0,114.0,428.0,205.0,6.0,10.0,9.0,6.0,274.0,646.0,192.0,123.0,Houston,323.0,178.0,1102.0,214.0,481.0,183.0,4.0,18.0,33.0,228.0,9.0,216.0,10.0,20.0,283.0,15.0,35.0,1176.0,122.0,965.0
312,41.0,101.0,310.0,60.0,6.0,7.0,5.0,4.0,215.0,529.0,141.0,98.0,Texas,257.0,113.0,869.0,149.0,374.0,142.0,,4.0,23.0,178.0,3.0,180.0,8.0,8.0,238.0,14.0,35.0,895.0,120.0,891.0
313,41.0,101.0,310.0,60.0,6.0,7.0,5.0,4.0,215.0,529.0,141.0,98.0,Texas,257.0,113.0,869.0,149.0,374.0,142.0,,4.0,23.0,178.0,3.0,180.0,8.0,8.0,238.0,14.0,35.0,895.0,121.0,891.0
314,41.0,101.0,310.0,60.0,6.0,7.0,5.0,4.0,215.0,529.0,141.0,98.0,Texas,257.0,113.0,869.0,149.0,374.0,142.0,,4.0,23.0,178.0,3.0,180.0,8.0,8.0,238.0,14.0,35.0,895.0,122.0,891.0
315,101.0,93.0,406.0,178.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,282.0,155.0,768.0,519.0,531.0,199.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,339.0,14.0,1.0,1097.0,18.0,960.0
316,101.0,93.0,406.0,178.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,282.0,155.0,768.0,519.0,531.0,199.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,339.0,14.0,1.0,1097.0,19.0,960.0
317,101.0,93.0,406.0,178.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,282.0,155.0,768.0,519.0,531.0,199.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,339.0,14.0,1.0,1097.0,20.0,960.0
318,98.0,107.0,359.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,261.0,131.0,684.0,475.0,482.0,191.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.0,20.0,1.0,975.0,18.0,813.0
319,98.0,107.0,359.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,261.0,131.0,684.0,475.0,482.0,191.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.0,20.0,1.0,975.0,19.0,813.0
320,98.0,107.0,359.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,261.0,131.0,684.0,475.0,482.0,191.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.0,20.0,1.0,975.0,20.0,813.0
321,29.0,104.0,258.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,224.0,138.0,639.0,361.0,421.0,178.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,260.0,15.0,1.0,829.0,18.0,858.0
322,29.0,104.0,258.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,224.0,138.0,639.0,361.0,421.0,178.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,260.0,15.0,1.0,829.0,19.0,858.0
323,29.0,104.0,258.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,224.0,138.0,639.0,361.0,421.0,178.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,260.0,15.0,1.0,829.0,20.0,858.0
324,61.0,63.0,250.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,193.0,89.0,441.0,325.0,284.0,104.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,159.0,11.0,2.0,664.0,21.0,592.0
325,61.0,63.0,250.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,193.0,89.0,441.0,325.0,284.0,104.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,159.0,11.0,2.0,664.0,22.0,592.0
326,61.0,63.0,250.0,83.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,193.0,89.0,441.0,325.0,284.0,104.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,159.0,11.0,2.0,664.0,23.0,592.0
327,57.0,61.0,188.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,194.0,55.0,386.0,271.0,253.0,105.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,143.0,12.0,2.0,554.0,21.0,486.0
328,57.0,61.0,188.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,194.0,55.0,386.0,271.0,253.0,105.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,143.0,12.0,2.0,554.0,22.0,486.0
329,57.0,61.0,188.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,194.0,55.0,386.0,271.0,253.0,105.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,143.0,12.0,2.0,554.0,23.0,486.0
330,15.0,48.0,155.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,147.0,83.0,366.0,201.0,227.0,93.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,126.0,9.0,2.0,478.0,21.0,496.0
331,15.0,48.0,155.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,147.0,83.0,366.0,201.0,227.0,93.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,126.0,9.0,2.0,478.0,22.0,496.0
332,15.0,48.0,155.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,147.0,83.0,366.0,201.0,227.0,93.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,126.0,9.0,2.0,478.0,23.0,496.0
333,195.0,232.0,832.0,331.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,610.0,265.0,1538.0,1031.0,988.0,372.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,581.0,46.0,3.0,2219.0,24.0,1964.0
334,195.0,232.0,832.0,331.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,610.0,265.0,1538.0,1031.0,988.0,372.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,581.0,46.0,3.0,2219.0,25.0,1964.0
335,195.0,232.0,832.0,331.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,610.0,265.0,1538.0,1031.0,988.0,372.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,581.0,46.0,3.0,2219.0,26.0,1964.0
336,194.0,206.0,682.0,323.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,540.0,269.0,1274.0,917.0,863.0,307.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,37.0,3.0,1900.0,24.0,1601.0
337,194.0,206.0,682.0,323.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,540.0,269.0,1274.0,917.0,863.0,307.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,37.0,3.0,1900.0,25.0,1601.0
338,194.0,206.0,682.0,323.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,540.0,269.0,1274.0,917.0,863.0,307.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,37.0,3.0,1900.0,26.0,1601.0
339,53.0,162.0,458.0,115.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,382.0,225.0,1043.0,624.0,617.0,272.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,393.0,37.0,3.0,1404.0,24.0,1426.0
340,53.0,162.0,458.0,115.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,382.0,225.0,1043.0,624.0,617.0,272.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,393.0,37.0,3.0,1404.0,25.0,1426.0
341,53.0,162.0,458.0,115.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,382.0,225.0,1043.0,624.0,617.0,272.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,393.0,37.0,3.0,1404.0,26.0,1426.0
342,118.0,175.0,672.0,226.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,464.0,202.0,1223.0,787.0,758.0,304.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,30.0,4.0,1714.0,27.0,1581.0
343,118.0,175.0,672.0,226.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,464.0,202.0,1223.0,787.0,758.0,304.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,30.0,4.0,1714.0,28.0,1581.0
344,118.0,175.0,672.0,226.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,464.0,202.0,1223.0,787.0,758.0,304.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,461.0,30.0,4.0,1714.0,29.0,1581.0
345,150.0,147.0,516.0,265.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,480.0,191.0,1031.0,703.0,651.0,244.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,367.0,32.0,4.0,1504.0,27.0,1263.0
346,150.0,147.0,516.0,265.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,480.0,191.0,1031.0,703.0,651.0,244.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,367.0,32.0,4.0,1504.0,28.0,1263.0
347,150.0,147.0,516.0,265.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,480.0,191.0,1031.0,703.0,651.0,244.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,367.0,32.0,4.0,1504.0,29.0,1263.0
348,29.0,129.0,360.0,82.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,311.0,132.0,808.0,429.0,425.0,209.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,284.0,25.0,4.0,1037.0,27.0,1090.0
349,29.0,129.0,360.0,82.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,311.0,132.0,808.0,429.0,425.0,209.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,284.0,25.0,4.0,1037.0,28.0,1090.0
350,29.0,129.0,360.0,82.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,311.0,132.0,808.0,429.0,425.0,209.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,284.0,25.0,4.0,1037.0,29.0,1090.0
351,122.0,161.0,646.0,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,493.0,212.0,1282.0,741.0,716.0,293.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,458.0,34.0,5.0,1733.0,30.0,1592.0
352,122.0,161.0,646.0,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,493.0,212.0,1282.0,741.0,716.0,293.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,458.0,34.0,5.0,1733.0,31.0,1592.0
353,122.0,161.0,646.0,250.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,493.0,212.0,1282.0,741.0,716.0,293.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,458.0,34.0,5.0,1733.0,32.0,1592.0
354,152.0,150.0,583.0,280.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,483.0,198.0,1087.0,766.0,686.0,249.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,391.0,44.0,5.0,1617.0,30.0,1361.0
355,152.0,150.0,583.0,280.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,483.0,198.0,1087.0,766.0,686.0,249.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,391.0,44.0,5.0,1617.0,31.0,1361.0
356,152.0,150.0,583.0,280.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,483.0,198.0,1087.0,766.0,686.0,249.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,391.0,44.0,5.0,1617.0,32.0,1361.0
357,59.0,159.0,431.0,75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,330.0,188.0,950.0,525.0,513.0,244.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,331.0,28.0,5.0,1236.0,30.0,1289.0
358,59.0,159.0,431.0,75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,330.0,188.0,950.0,525.0,513.0,244.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,331.0,28.0,5.0,1236.0,31.0,1289.0
359,59.0,159.0,431.0,75.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,330.0,188.0,950.0,525.0,513.0,244.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,331.0,28.0,5.0,1236.0,32.0,1289.0
360,88.0,134.0,512.0,201.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,376.0,174.0,989.0,593.0,601.0,249.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,347.0,28.0,6.0,1337.0,33.0,1222.0
361,88.0,134.0,512.0,201.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,376.0,174.0,989.0,593.0,601.0,249.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,347.0,28.0,6.0,1337.0,34.0,1222.0
362,88.0,134.0,512.0,201.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,376.0,174.0,989.0,593.0,601.0,249.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,347.0,28.0,6.0,1337.0,35.0,1222.0
363,105.0,137.0,427.0,217.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,327.0,156.0,823.0,571.0,550.0,190.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,305.0,39.0,6.0,1211.0,33.0,1030.0
364,105.0,137.0,427.0,217.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,327.0,156.0,823.0,571.0,550.0,190.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,305.0,39.0,6.0,1211.0,34.0,1030.0
365,105.0,137.0,427.0,217.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,327.0,156.0,823.0,571.0,550.0,190.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,305.0,39.0,6.0,1211.0,35.0,1030.0
366,50.0,127.0,421.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,294.0,135.0,876.0,473.0,452.0,229.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340.0,27.0,6.0,1127.0,33.0,1184.0
367,50.0,127.0,421.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,294.0,135.0,876.0,473.0,452.0,229.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340.0,27.0,6.0,1127.0,34.0,1184.0
368,50.0,127.0,421.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,294.0,135.0,876.0,473.0,452.0,229.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340.0,27.0,6.0,1127.0,35.0,1184.0
369,87.0,115.0,472.0,205.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,368.0,135.0,894.0,556.0,551.0,217.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,333.0,22.0,7.0,1240.0,36.0,1113.0
370,87.0,115.0,472.0,205.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,368.0,135.0,894.0,556.0,551.0,217.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,333.0,22.0,7.0,1240.0,37.0,1113.0
371,87.0,115.0,472.0,205.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Dallas,368.0,135.0,894.0,556.0,551.0,217.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,333.0,22.0,7.0,1240.0,38.0,1113.0
372,113.0,120.0,484.0,206.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,340.0,139.0,803.0,586.0,551.0,209.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.0,24.0,7.0,1188.0,36.0,1025.0
373,113.0,120.0,484.0,206.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,340.0,139.0,803.0,586.0,551.0,209.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.0,24.0,7.0,1188.0,37.0,1025.0
374,113.0,120.0,484.0,206.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Houston,340.0,139.0,803.0,586.0,551.0,209.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.0,24.0,7.0,1188.0,38.0,1025.0
375,31.0,111.0,286.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Texas,238.0,129.0,644.0,396.0,386.0,161.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,257.0,14.0,7.0,883.0,36.0,914.0
